express partner,flight num,dep stn,arrv stn,cancel description,a/c type,nose,pbt,sch dep time (local),time cancel (local),hh:mm cnxl (before)/after sch dep time,ex sec
G7-GoJet,4180,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0565,35,2025-11-12 18:00:00,2025-11-09 13:51:14.834,(4 04:),  
G7-GoJet,4181,BGR,EWR,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0520,49,2025-11-10 06:00:00,2025-11-09 20:03:06.285,(09:56),  
G7-GoJet,4182,LIT,ORD,XF - EXTREME WEATHER,CRJ-550,0563,48,2025-11-09 15:10:00,2025-11-09 15:32:23.412,00:22,  
G7-GoJet,4182,LIT,ORD,XE - ATC STAFFING,CRJ-550,0535,46,2025-11-10 15:10:00,2025-11-10 13:05:44.266,(02:04),  
G7-GoJet,4185,ORD,STL,XF - EXTREME WEATHER,CRJ-550,0526,50,2025-11-09 20:10:00,2025-11-09 19:45:07.241,(00:24),  
G7-GoJet,4187,IAD,EWR,XE - ATC STAFFING,CRJ-550,0545,44,2025-11-08 12:58:00,2025-11-08 17:22:15.391,04:24,  
G7-GoJet,4187,IAD,EWR,XE - ATC STAFFING,CRJ-550,0541,46,2025-11-09 13:00:00,2025-11-09 10:46:18.647,(02:13),  
G7-GoJet,4188,EWR,PWM,XE - ATC STAFFING,CRJ-550,0554,31,2025-11-09 07:45:00,2025-11-08 18:18:59.475,(13:26),  
G7-GoJet,4189,CID,ORD,XF - EXTREME WEATHER,CRJ-550,0502,35,2025-11-09 17:26:00,2025-11-09 15:49:42.663,(01:36),  
G7-GoJet,4189,CID,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0504,46,2025-11-10 17:26:00,2025-11-10 18:23:09.558,00:57,  
G7-GoJet,4191,EWR,RIC,XE - ATC STAFFING,CRJ-550,0569,29,2025-11-08 20:44:00,2025-11-08 18:29:35.163,(02:14),  
G7-GoJet,4191,EWR,RIC,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0569,49,2025-11-09 20:44:00,2025-11-09 21:28:05.495,00:44,  
G7-GoJet,4382,ORD,BUF,XF - EXTREME WEATHER,CRJ-550,0503,47,2025-11-10 10:40:00,2025-11-09 10:59:04.444,(23:40),  
G7-GoJet,4383,ATW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0521,31,2025-11-10 14:32:00,2025-11-07 14:51:00.000,(3 23:),  
G7-GoJet,4383,ATW,ORD,TA - TECH OPS-AIRCRAFT SERVICING,CRJ-550,0563,47,2025-11-12 14:32:00,2025-11-12 09:40:59.566,(04:51),OO
G7-GoJet,4384,BTV,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0519,45,2025-11-08 14:20:00,2025-11-06 15:12:27.654,(2 23:),  
G7-GoJet,4384,BTV,EWR,XE - ATC STAFFING,CRJ-550,0537,40,2025-11-09 14:53:00,2025-11-09 09:10:58.957,(05:42),  
G7-GoJet,4386,EWR,RIC,XE - ATC STAFFING,CRJ-550,0519,37,2025-11-09 18:43:00,2025-11-09 09:17:30.768,(09:25),  
G7-GoJet,4388,ORD,CID,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0504,47,2025-11-10 15:35:00,2025-11-10 18:22:49.321,02:47,  
G7-GoJet,4389,ORD,CID,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0561,41,2025-11-10 12:45:00,2025-11-07 14:57:00.000,(3 21:),  
G7-GoJet,4389,ORD,CID,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0548,38,2025-11-11 12:45:00,2025-11-07 15:05:45.218,(4 21:),  
G7-GoJet,4389,ORD,CID,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0548,43,2025-11-12 12:45:00,2025-11-09 12:42:32.766,(4 00:),  
G7-GoJet,4390,BTV,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0547,48,2025-11-09 14:41:00,2025-11-06 16:59:32.389,(3 21:),  
G7-GoJet,4391,ORD,SGF,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0564,36,2025-11-09 20:20:00,2025-11-09 16:32:34.642,(03:47),  
G7-GoJet,4391,ORD,SGF,XE - ATC STAFFING,CRJ-550,0539,47,2025-11-10 20:20:00,2025-11-10 18:44:33.736,(01:35),  
G7-GoJet,4393,ORD,MSN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0568,41,2025-11-11 08:51:00,2025-11-07 15:07:54.603,(4 17:),  
G7-GoJet,4393,ORD,MSN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0508,27,2025-11-12 08:51:00,2025-11-09 12:44:17.612,(3 20:),  
G7-GoJet,4396,BTV,IAD,XF - EXTREME WEATHER,CRJ-550,0526,26,2025-11-10 19:23:00,2025-11-10 21:02:39.096,01:39,  
G7-GoJet,4397,ORD,SDF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0561,45,2025-11-07 10:50:00,2025-11-06 13:47:59.674,(21:02),  
G7-GoJet,4397,ORD,SDF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0569,37,2025-11-09 10:50:00,2025-11-06 15:58:06.072,(3 18:),  
G7-GoJet,4397,ORD,SDF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0501,42,2025-11-10 10:50:00,2025-11-07 14:47:00.000,(3 20:),  
G7-GoJet,4397,ORD,SDF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0580,33,2025-11-11 10:50:00,2025-11-07 15:08:37.829,(4 19:),  
G7-GoJet,4398,BUF,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0552,45,2025-11-07 19:22:00,2025-11-06 15:01:00.000,(2 04:),  
G7-GoJet,4398,BUF,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0519,41,2025-11-08 19:10:00,2025-11-06 15:13:48.574,(3 03:),  
G7-GoJet,4398,BUF,EWR,XE - ATC STAFFING,CRJ-550,0543,45,2025-11-09 19:21:00,2025-11-09 09:12:23.767,(10:08),  
G7-GoJet,4404,CHA,ORD,XF - EXTREME WEATHER,CRJ-550,0561,49,2025-11-09 17:20:00,2025-11-09 16:29:27.112,(00:50),  
G7-GoJet,4404,CHA,ORD,XE - ATC STAFFING,CRJ-550,0539,46,2025-11-10 17:20:00,2025-11-10 14:06:26.302,(03:13),  
G7-GoJet,4405,XNA,ORD,XF - EXTREME WEATHER,CRJ-550,0523,45,2025-11-09 15:13:00,2025-11-09 14:50:26.797,(00:22),  
G7-GoJet,4406,ORD,TVC,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0535,22,2025-11-12 10:35:00,2025-11-09 12:45:22.098,(3 21:),  
G7-GoJet,4408,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0562,43,2025-11-08 10:05:00,2025-11-06 15:18:05.085,(2 18:),  
G7-GoJet,4408,EWR,BTV,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0519,42,2025-11-08 12:15:00,2025-11-06 15:12:16.159,(2 21:),  
G7-GoJet,4408,DCA,EWR,XE - ATC STAFFING,CRJ-550,0543,49,2025-11-09 10:05:00,2025-11-09 09:13:35.235,(00:51),  
G7-GoJet,4408,EWR,BTV,XE - ATC STAFFING,CRJ-550,0537,40,2025-11-09 12:55:00,2025-11-09 10:47:04.593,(02:07),  
G7-GoJet,4408,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0535,31,2025-11-10 10:05:00,2025-11-07 15:53:00.000,(3 18:),  
G7-GoJet,4409,CVG,EWR,XF - EXTREME WEATHER,CRJ-550,0545,48,2025-11-10 06:01:00,2025-11-09 19:28:01.638,(10:32),  
G7-GoJet,4409,CVG,EWR,XE - ATC STAFFING,CRJ-550,0554,38,2025-11-11 06:01:00,2025-11-10 20:50:50.262,(09:10),  
G7-GoJet,4410,CVG,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0543,44,2025-11-09 11:18:00,2025-11-06 16:58:38.807,(3 18:),  
G7-GoJet,4410,CVG,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,40,2025-11-12 11:20:00,2025-11-09 13:50:28.249,(3 21:),  
G7-GoJet,4412,SDF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0561,44,2025-11-07 14:02:00,2025-11-06 14:48:00.000,(23:14),  
G7-GoJet,4412,SDF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0569,44,2025-11-09 14:02:00,2025-11-06 16:59:21.635,(3 21:),  
G7-GoJet,4412,SDF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0501,43,2025-11-10 14:02:00,2025-11-07 15:47:00.000,(3 22:),  
G7-GoJet,4412,SDF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0580,34,2025-11-11 14:02:00,2025-11-07 16:08:45.698,(4 21:),  
G7-GoJet,4413,DCA,EWR,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0579,49,2025-11-07 16:21:00,2025-11-07 14:40:53.155,(01:40),  
G7-GoJet,4413,DCA,EWR,XE - ATC STAFFING,CRJ-550,0519,50,2025-11-09 16:00:00,2025-11-09 09:17:06.613,(06:42),  
G7-GoJet,4413,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0520,40,2025-11-11 16:00:00,2025-11-07 16:00:28.998,(4 23:),  
G7-GoJet,4413,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,40,2025-11-12 16:23:00,2025-11-09 13:46:51.129,(4 02:),  
G7-GoJet,4418,IAD,YOW,XF - EXTREME WEATHER,CRJ-550,0576,47,2025-11-09 17:10:00,2025-11-09 15:24:39.305,(01:45),  
G7-GoJet,4419,CVG,EWR,XE - ATC STAFFING,CRJ-550,0549,48,2025-11-08 18:31:00,2025-11-08 13:05:54.941,(05:25),  
G7-GoJet,4419,CVG,EWR,XE - ATC STAFFING,CRJ-550,0559,47,2025-11-09 18:51:00,2025-11-09 09:14:29.656,(09:36),  
G7-GoJet,4419,CVG,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0543,35,2025-11-11 18:20:00,2025-11-07 16:03:49.788,(5 02:),  
G7-GoJet,4420,TYS,ORD,XF - EXTREME WEATHER,CRJ-550,0564,48,2025-11-09 17:52:00,2025-11-09 17:32:09.926,(00:19),  
G7-GoJet,4420,TYS,ORD,XE - ATC STAFFING,CRJ-550,0539,48,2025-11-10 17:52:00,2025-11-10 19:43:14.273,01:51,  
G7-GoJet,4425,TYS,ORD,XF - EXTREME WEATHER,CRJ-550,0535,49,2025-11-09 13:52:00,2025-11-09 17:47:17.387,03:55,  
G7-GoJet,4425,TYS,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0506,41,2025-11-10 13:52:00,2025-11-07 15:48:00.000,(3 22:),  
G7-GoJet,4429,EWR,GSP,XE - ATC STAFFING,CRJ-550,0543,46,2025-11-09 21:41:00,2025-11-09 09:12:50.920,(12:28),  
G7-GoJet,4432,EWR,DCA,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0539,48,2025-11-07 17:29:00,2025-11-07 14:44:11.312,(02:44),  
G7-GoJet,4432,EWR,DCA,XE - ATC STAFFING,CRJ-550,0519,42,2025-11-08 18:00:00,2025-11-08 13:05:14.566,(04:54),  
G7-GoJet,4432,EWR,DCA,XE - ATC STAFFING,CRJ-550,0579,47,2025-11-09 17:29:00,2025-11-09 09:15:18.297,(08:13),  
G7-GoJet,4432,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0520,34,2025-11-10 17:29:00,2025-11-07 15:50:00.000,(4 01:),  
G7-GoJet,4432,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,27,2025-11-11 17:29:00,2025-11-07 16:02:21.299,(5 01:),  
G7-GoJet,4433,EWR,DCA,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0579,46,2025-11-07 14:30:00,2025-11-07 14:50:12.198,00:20,  
G7-GoJet,4433,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0520,28,2025-11-11 14:00:00,2025-11-07 16:00:37.061,(4 21:),  
G7-GoJet,4433,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,18,2025-11-12 14:30:00,2025-11-09 13:46:35.451,(4 00:),  
G7-GoJet,4434,EWR,DCA,XE - ATC STAFFING,CRJ-550,0519,42,2025-11-09 07:00:00,2025-11-08 17:25:58.804,(13:34),  
G7-GoJet,4434,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0557,34,2025-11-10 07:00:00,2025-11-07 15:56:00.000,(3 15:),  
G7-GoJet,4434,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0565,30,2025-11-12 07:00:00,2025-11-09 13:47:06.117,(3 17:),  
G7-GoJet,4436,ORD,SGF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0526,40,2025-11-11 12:55:00,2025-11-07 15:01:24.052,(4 21:),  
G7-GoJet,4436,ORD,SGF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0561,40,2025-11-12 12:55:00,2025-11-09 12:43:45.169,(4 00:),  
G7-GoJet,4438,AVP,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0544,45,2025-11-11 06:30:00,2025-11-10 19:54:50.310,(10:35),  
G7-GoJet,4439,GRR,ORD,XF - EXTREME WEATHER,CRJ-550,0503,41,2025-11-09 18:11:00,2025-11-09 11:57:33.174,(06:13),  
G7-GoJet,4441,DAY,ORD,XF - EXTREME WEATHER,CRJ-550,0542,46,2025-11-09 17:50:00,2025-11-09 16:12:42.527,(01:37),  
G7-GoJet,4441,DAY,ORD,XE - ATC STAFFING,CRJ-550,0506,35,2025-11-10 17:50:00,2025-11-10 14:02:59.724,(03:47),  
G7-GoJet,4442,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,37,2025-11-08 13:10:00,2025-11-06 15:18:45.551,(2 21:),  
G7-GoJet,4442,DCA,EWR,XE - ATC STAFFING,CRJ-550,0543,49,2025-11-09 13:10:00,2025-11-09 12:44:27.490,(00:25),  
G7-GoJet,4442,DCA,EWR,XE - ATC STAFFING,CRJ-550,0562,46,2025-11-10 13:10:00,2025-11-10 06:22:51.852,(06:47),  
G7-GoJet,4443,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0579,47,2025-11-07 16:00:00,2025-11-06 14:56:00.000,(2 01:),  
G7-GoJet,4443,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,35,2025-11-09 16:00:00,2025-11-06 16:59:42.313,(3 23:),  
G7-GoJet,4443,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0565,10,2025-11-12 16:00:00,2025-11-09 13:50:48.935,(4 02:),  
G7-GoJet,4444,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,31,2025-11-11 09:00:00,2025-11-07 16:02:28.747,(4 16:),  
G7-GoJet,4446,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0545,43,2025-11-09 11:05:00,2025-11-06 16:58:25.018,(3 18:),  
G7-GoJet,4446,DCA,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,32,2025-11-11 11:05:00,2025-11-07 16:02:36.001,(4 19:),  
G7-GoJet,4447,AVP,ORD,XF - EXTREME WEATHER,CRJ-550,0534,31,2025-11-09 17:31:00,2025-11-09 20:44:38.270,03:13,  
G7-GoJet,4447,AVP,ORD,XE - ATC STAFFING,CRJ-550,0534,40,2025-11-10 17:31:00,2025-11-10 14:05:04.840,(03:25),  
G7-GoJet,4450,PVD,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0521,37,2025-11-12 14:47:00,2025-11-09 13:52:24.260,(4 00:),  
G7-GoJet,4451,EWR,PIT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,44,2025-11-10 08:00:00,2025-11-07 15:55:00.000,(3 16:),  
G7-GoJet,4452,ATW,ORD,XF - EXTREME WEATHER,CRJ-550,0539,33,2025-11-09 15:52:00,2025-11-09 18:20:59.895,02:28,  
G7-GoJet,4452,ATW,ORD,XE - ATC STAFFING,CRJ-550,0568,46,2025-11-10 15:52:00,2025-11-09 16:21:00.000,(23:31),  
G7-GoJet,4453,ORD,SDF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0548,42,2025-11-08 14:45:00,2025-11-06 14:32:29.366,(3 00:),  
G7-GoJet,4453,ORD,SDF,XE - ATC STAFFING,CRJ-550,0551,52,2025-11-10 14:45:00,2025-11-10 19:04:35.761,04:19,  
G7-GoJet,4455,YOW,IAD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0562,34,2025-11-08 19:30:00,2025-11-08 22:49:50.496,03:19,  
G7-GoJet,4455,YOW,IAD,XF - EXTREME WEATHER,CRJ-550,0576,37,2025-11-09 19:30:00,2025-11-09 15:25:23.044,(04:04),  
G7-GoJet,4456,PWM,EWR,XE - ATC STAFFING,CRJ-550,0554,33,2025-11-08 19:47:00,2025-11-08 18:18:45.879,(01:28),  
G7-GoJet,4456,PWM,EWR,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0546,49,2025-11-09 20:16:00,2025-11-09 18:00:07.702,(02:15),  
G7-GoJet,4457,EWR,DCA,XE - ATC STAFFING,CRJ-550,0543,47,2025-11-09 20:20:00,2025-11-09 12:45:21.364,(07:34),  
G7-GoJet,4457,EWR,DCA,XE - ATC STAFFING,CRJ-550,0508,49,2025-11-10 19:59:00,2025-11-10 19:28:46.901,(00:30),  
G7-GoJet,4460,CVG,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0508,46,2025-11-07 15:39:00,2025-11-06 14:50:19.209,(2 00:),  
G7-GoJet,4460,CVG,EWR,XF - EXTREME WEATHER,CRJ-550,0569,50,2025-11-09 15:51:00,2025-11-09 19:42:19.771,03:51,  
G7-GoJet,4460,CVG,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0552,35,2025-11-11 15:49:00,2025-11-07 16:06:04.903,(4 23:),  
G7-GoJet,4461,ORD,ABE,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0526,49,2025-11-09 13:43:00,2025-11-09 13:18:55.818,(00:24),  
G7-GoJet,4462,EWR,GSO,XE - ATC STAFFING,CRJ-550,0559,30,2025-11-08 18:45:00,2025-11-08 18:18:19.370,(00:26),  
G7-GoJet,4462,EWR,GSO,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0541,50,2025-11-09 19:05:00,2025-11-09 18:33:37.946,(00:31),  
G7-GoJet,4463,CID,ORD,XF - EXTREME WEATHER,CRJ-550,0568,45,2025-11-09 15:41:00,2025-11-09 15:37:40.079,(00:03),  
G7-GoJet,4463,CID,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0561,36,2025-11-10 15:41:00,2025-11-07 14:57:00.000,(4 00:),  
G7-GoJet,4463,CID,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0548,40,2025-11-11 15:41:00,2025-11-07 15:05:52.854,(5 00:),  
G7-GoJet,4463,CID,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0548,42,2025-11-12 15:41:00,2025-11-09 12:42:54.124,(4 02:),  
G7-GoJet,4466,SGF,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0548,44,2025-11-10 15:20:00,2025-11-10 12:24:53.626,(02:55),  
G7-GoJet,4466,SGF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0526,31,2025-11-11 15:20:00,2025-11-07 15:01:31.786,(5 00:),  
G7-GoJet,4466,SGF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0561,32,2025-11-12 15:20:00,2025-11-09 12:44:01.768,(4 02:),  
G7-GoJet,4468,ORD,LEX,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0556,34,2025-11-10 21:18:00,2025-11-10 12:27:49.914,(08:50),  
G7-GoJet,4469,CVG,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0501,42,2025-11-09 12:30:00,2025-11-06 16:58:52.705,(3 19:),  
G7-GoJet,4470,ROA,ORD,XF - EXTREME WEATHER,CRJ-550,0538,46,2025-11-09 13:25:00,2025-11-09 16:06:11.311,02:41,  
G7-GoJet,4475,ORD,ATW,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0521,43,2025-11-10 12:45:00,2025-11-07 14:51:00.000,(3 21:),  
G7-GoJet,4475,ORD,ATW,TA - TECH OPS-AIRCRAFT SERVICING,CRJ-550,0563,25,2025-11-12 12:45:00,2025-11-12 09:40:37.541,(03:04),OO
G7-GoJet,4477,EWR,PIT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0508,43,2025-11-09 16:15:00,2025-11-06 16:59:52.872,(3 23:),  
G7-GoJet,4477,EWR,PIT,XE - ATC STAFFING,CRJ-550,0576,50,2025-11-10 16:05:00,2025-11-10 20:35:56.425,04:30,  
G7-GoJet,4481,YOW,EWR,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0520,43,2025-11-08 15:10:00,2025-11-08 16:54:28.301,01:44,  
G7-GoJet,4483,XNA,ORD,XF - EXTREME WEATHER,CRJ-550,0506,24,2025-11-09 18:28:00,2025-11-09 14:43:43.785,(03:44),  
G7-GoJet,4483,XNA,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0561,23,2025-11-10 18:28:00,2025-11-10 12:28:23.741,(05:59),  
G7-GoJet,4484,TVC,ORD,XE - ATC STAFFING,CRJ-550,0542,49,2025-11-10 16:16:00,2025-11-10 14:07:01.596,(02:08),  
G7-GoJet,4486,PIT,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0508,43,2025-11-09 18:25:00,2025-11-06 17:00:59.073,(4 01:),  
G7-GoJet,4486,PIT,EWR,XE - ATC STAFFING,CRJ-550,0576,50,2025-11-10 18:25:00,2025-11-10 20:36:44.569,02:11,  
G7-GoJet,4487,ORD,STL,XF - EXTREME WEATHER,CRJ-550,0538,34,2025-11-09 21:23:00,2025-11-09 15:10:42.804,(06:12),  
G7-GoJet,4489,PIA,ORD,XF - EXTREME WEATHER,CRJ-550,0557,24,2025-11-09 15:30:00,2025-11-09 17:31:24.354,02:01,  
G7-GoJet,4489,PIA,ORD,XE - ATC STAFFING,CRJ-550,0550,48,2025-11-10 15:30:00,2025-11-10 13:14:30.516,(02:15),  
G7-GoJet,4491,MSN,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0568,45,2025-11-11 10:35:00,2025-11-07 15:08:04.001,(4 19:),  
G7-GoJet,4491,MSN,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0508,41,2025-11-12 10:35:00,2025-11-09 12:44:31.445,(3 21:),  
G7-GoJet,4492,SGF,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0521,21,2025-11-09 18:35:00,2025-11-09 13:18:39.266,(05:16),  
G7-GoJet,4492,SGF,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0556,11,2025-11-10 18:35:00,2025-11-10 12:27:35.782,(06:07),  
G7-GoJet,4493,RIC,EWR,XE - ATC STAFFING,CRJ-550,0519,35,2025-11-08 09:35:00,2025-11-08 13:04:09.270,03:29,  
G7-GoJet,4493,RIC,EWR,XE - ATC STAFFING,CRJ-550,0569,45,2025-11-09 09:35:00,2025-11-09 10:41:52.725,01:06,  
G7-GoJet,4496,EWR,ORF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0543,44,2025-11-07 16:15:00,2025-11-06 14:58:57.155,(2 01:),  
G7-GoJet,4496,EWR,ORF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0519,45,2025-11-09 16:15:00,2025-11-06 17:00:05.626,(3 23:),  
G7-GoJet,4497,EWR,AVL,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0562,48,2025-11-08 13:11:00,2025-11-06 15:35:50.155,(2 21:),  
G7-GoJet,4497,EWR,AVL,XE - ATC STAFFING,CRJ-550,0520,49,2025-11-09 13:45:00,2025-11-09 10:44:57.244,(03:00),  
G7-GoJet,4498,STL,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0556,40,2025-11-11 12:31:00,2025-11-07 15:07:10.590,(4 21:),  
G7-GoJet,4499,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0540,40,2025-11-07 13:15:00,2025-11-06 14:52:00.000,(22:23),  
G7-GoJet,4499,ORF,EWR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0543,38,2025-11-08 11:25:00,2025-11-06 15:15:12.366,(2 20:),  
G7-GoJet,4499,EWR,DCA,XE - ATC STAFFING,CRJ-550,0579,49,2025-11-09 13:05:00,2025-11-09 10:56:08.270,(02:08),  
G7-GoJet,4499,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0520,32,2025-11-10 13:15:00,2025-11-07 15:50:00.000,(3 21:),  
G7-GoJet,4500,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0562,45,2025-11-08 08:00:00,2025-11-06 15:17:52.402,(2 16:),  
G7-GoJet,4500,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0545,41,2025-11-09 08:30:00,2025-11-06 16:57:02.243,(3 15:),  
G7-GoJet,4500,EWR,DCA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0535,31,2025-11-10 08:00:00,2025-11-07 15:53:00.000,(3 16:),  
G7-GoJet,4502,EWR,CVG,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0543,44,2025-11-09 08:21:00,2025-11-06 16:56:46.261,(3 15:),  
G7-GoJet,4502,EWR,CVG,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0541,35,2025-11-12 08:26:00,2025-11-09 13:50:14.544,(3 18:),  
G7-GoJet,4507,ORD,CHA,XF - EXTREME WEATHER,CRJ-550,0568,36,2025-11-09 17:50:00,2025-11-09 15:38:03.225,(02:11),  
G7-GoJet,4510,EWR,CVG,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0520,50,2025-11-09 15:59:00,2025-11-09 20:01:55.168,04:02,  
G7-GoJet,4510,EWR,CVG,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0543,25,2025-11-11 15:30:00,2025-11-07 16:03:57.955,(4 23:),  
G7-GoJet,4511,EWR,CVG,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0508,42,2025-11-07 12:50:00,2025-11-06 14:49:00.000,(22:01),  
G7-GoJet,4511,CMH,IAD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0539,40,2025-11-08 19:50:00,2025-11-06 15:33:52.908,(3 04:),  
G7-GoJet,4511,EWR,CVG,XE - ATC STAFFING,CRJ-550,0569,48,2025-11-09 13:00:00,2025-11-09 10:42:16.463,(02:17),  
